Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
5,40.5,4,1,Berhenti
14,63.4,8,0,Bertahan
3,42.4,10,1,Berhenti
16,65.5,8,0,Bertahan
14,75.8,12,1,Bertahan
16,62.1,12,2,Bertahan
11,55.7,7,1,Bertahan
30,51.5,9,2,Upgrade
24,62.3,11,1,Upgrade
6,46.8,14,0,Bertahan
16,64.7,6,2,Bertahan
10,57.3,5,0,Bertahan
7,37.8,5,1,Berhenti
5,62.9,15,2,Bertahan
18,46.8,7,0,Bertahan
10,42.9,5,1,Berhenti
21,35.5,5,1,Bertahan
21,48.3,7,2,Bertahan
24,64.9,8,0,Upgrade
9,62.8,6,2,Berhenti
18,52.1,5,3,Bertahan
19,57.0,7,1,Bertahan
11,70.4,11,0,Upgrade
9,42.0,6,2,Berhenti
26,22.7,9,3,Bertahan
16,71.0,10,2,Bertahan
19,34.4,4,2,Bertahan
9,31.2,9,0,Bertahan
6,9.1,7,0,Bertahan
11,56.4,7,1,Bertahan
14,12.6,10,0,Bertahan
7,30.0,13,3,Berhenti
14,56.8,6,1,Bertahan
3,59.4,11,0,Bertahan
7,32.0,8,1,Berhenti
19,42.3,12,1,Bertahan
19,27.5,6,1,Bertahan
12,34.0,10,1,Berhenti
7,50.3,11,0,Bertahan
7,35.0,9,0,Bertahan
12,40.1,5,1,Bertahan
19,15.7,12,0,Bertahan
21,67.7,11,0,Upgrade
11,55.2,8,1,Bertahan
6,60.9,13,1,Bertahan
16,70.8,7,1,Bertahan
9,28.5,10,3,Berhenti
11,37.8,9,2,Berhenti
24,7.1,6,1,Bertahan
20,107.8,7,1,Upgrade
16,42.0,6,2,Berhenti
6,65.8,8,1,Bertahan
16,20.2,14,0,Bertahan
22,64.9,13,2,Bertahan
12,82.2,13,2,Bertahan
24,43.8,8,1,Upgrade
24,24.8,5,2,Bertahan
26,42.2,8,0,Upgrade
17,5.0,8,1,Bertahan
19,44.2,15,1,Bertahan
24,61.4,4,0,Upgrade
18,44.3,8,1,Bertahan
11,39.3,9,1,Bertahan
11,55.6,6,0,Bertahan
16,57.1,10,0,Upgrade
5,11.8,9,0,Bertahan
13,46.8,9,1,Bertahan
22,93.7,4,0,Upgrade
1,18.3,4,1,Berhenti
25,43.3,11,0,Upgrade
22,83.8,9,0,Upgrade
11,67.1,7,2,Bertahan
18,34.7,7,1,Bertahan
15,49.1,10,2,Bertahan
23,45.0,16,0,Upgrade
21,30.0,9,1,Bertahan
5,43.5,10,1,Bertahan
19,39.4,10,1,Bertahan
13,47.3,16,0,Upgrade
15,30.0,8,2,Bertahan
9,19.5,3,0,Bertahan
27,44.2,3,3,Bertahan
22,79.3,7,0,Upgrade
9,46.6,11,0,Bertahan
5,38.4,15,3,Berhenti
12,60.1,9,0,Bertahan
18,41.8,8,0,Bertahan
16,82.4,7,3,Bertahan
23,44.9,7,1,Upgrade
20,59.0,7,2,Bertahan
21,29.9,11,1,Bertahan
17,55.1,10,1,Bertahan
5,50.5,5,0,Bertahan
13,43.9,7,3,Berhenti
22,35.0,8,2,Bertahan
14,32.2,9,0,Bertahan
18,50.6,8,0,Upgrade
12,57.6,6,0,Bertahan
7,42.5,12,1,Bertahan
14,50.7,7,0,Bertahan
17,44.2,8,0,Bertahan
10,47.0,8,1,Bertahan
13,41.0,5,0,Bertahan
8,45.4,6,2,Berhenti
22,99.0,11,0,Upgrade
12,51.2,8,1,Bertahan
25,57.9,3,3,Bertahan
25,53.8,7,0,Upgrade
14,39.7,8,1,Bertahan
7,70.9,7,0,Bertahan
1,39.2,5,0,Bertahan
4,66.1,11,1,Bertahan
5,38.3,10,2,Berhenti
24,25.8,6,0,Bertahan
15,52.3,8,1,Bertahan
17,22.9,8,1,Bertahan
1,55.7,4,2,Berhenti
6,21.1,3,2,Berhenti
21,38.6,6,3,Berhenti
17,16.4,2,2,Berhenti
13,101.5,6,1,Upgrade
18,11.9,10,1,Bertahan
26,45.2,9,0,Upgrade
13,67.9,8,0,Bertahan
15,65.7,6,1,Bertahan
16,62.0,8,0,Bertahan
30,38.7,9,3,Bertahan
1,72.0,10,2,Bertahan
19,63.3,3,0,Bertahan
14,49.2,10,0,Bertahan
18,49.8,7,0,Bertahan
10,38.9,5,1,Bertahan
14,26.8,4,0,Bertahan
19,69.7,9,1,Upgrade
30,71.2,4,2,Bertahan
20,27.3,8,0,Bertahan
9,41.9,7,2,Bertahan
12,42.1,8,1,Bertahan
11,44.3,6,2,Bertahan
2,46.3,6,2,Berhenti
12,63.9,5,3,Bertahan
20,30.1,9,0,Bertahan
6,28.1,10,0,Bertahan
22,69.7,11,1,Upgrade
18,35.7,6,1,Bertahan
9,19.7,6,0,Bertahan
14,35.3,5,0,Bertahan
26,38.4,6,0,Upgrade
20,76.1,11,1,Bertahan
15,63.5,7,0,Bertahan
13,68.0,6,0,Bertahan
15,61.4,9,2,Berhenti
11,63.9,12,1,Bertahan
1,31.2,6,1,Berhenti
29,41.0,16,0,Upgrade
16,25.2,3,1,Bertahan
17,40.8,6,2,Bertahan
14,58.7,9,1,Bertahan
9,47.7,6,0,Bertahan
13,71.2,5,1,Bertahan
3,22.2,7,3,Berhenti
30,55.0,8,2,Bertahan
6,20.0,4,1,Berhenti
7,46.9,7,1,Bertahan
11,59.8,6,1,Bertahan
24,40.7,10,2,Bertahan
15,56.0,8,0,Upgrade
6,25.8,4,0,Bertahan
23,11.7,9,2,Bertahan
20,56.1,9,1,Bertahan
18,79.9,6,1,Bertahan
20,25.1,7,2,Bertahan
30,69.4,6,2,Upgrade
30,45.9,6,0,Upgrade
10,18.3,7,0,Bertahan
26,22.4,6,1,Bertahan
17,45.3,13,0,Bertahan
18,36.9,15,0,Upgrade
3,18.7,9,5,Berhenti
13,11.1,15,3,Berhenti
9,28.1,11,0,Bertahan
20,48.9,7,1,Bertahan
22,44.9,5,2,Berhenti
1,35.0,10,0,Bertahan
14,49.0,8,2,Berhenti
22,65.8,12,0,Upgrade
13,52.9,4,2,Bertahan
20,42.6,9,0,Upgrade
17,63.6,11,2,Bertahan
17,25.8,3,1,Berhenti
13,40.5,8,1,Bertahan
6,41.0,8,1,Berhenti
7,20.3,12,0,Bertahan
19,36.6,11,0,Upgrade
15,5.0,5,0,Bertahan
14,83.2,6,1,Bertahan
12,26.3,9,1,Bertahan
12,76.7,6,1,Bertahan
22,45.8,13,0,Bertahan
12,56.3,8,0,Upgrade
5,35.2,11,0,Bertahan
20,49.2,5,0,Upgrade
13,58.0,8,2,Bertahan
15,58.3,3,0,Upgrade
26,60.5,11,1,Upgrade
14,37.6,6,0,Bertahan
17,35.4,12,0,Upgrade
6,13.1,5,1,Berhenti
13,55.5,8,0,Bertahan
19,66.6,5,1,Bertahan
4,77.3,10,3,Bertahan
16,51.1,9,5,Berhenti
15,29.7,8,4,Berhenti
15,11.1,13,0,Bertahan
22,65.8,12,3,Bertahan
17,9.1,12,0,Bertahan
25,38.2,6,0,Bertahan
8,40.5,10,1,Bertahan
15,43.6,8,2,Berhenti
15,45.7,9,2,Bertahan
7,47.8,5,2,Berhenti
21,5.0,5,0,Bertahan
30,45.3,4,1,Bertahan
14,5.0,6,0,Bertahan
18,59.6,7,2,Bertahan
15,33.9,6,0,Bertahan
10,5.0,14,0,Bertahan
2,28.7,7,2,Berhenti
10,33.6,7,0,Bertahan
5,68.8,8,0,Bertahan
26,48.9,10,0,Upgrade
14,51.9,13,1,Bertahan
12,68.6,6,1,Bertahan
21,43.1,11,1,Bertahan
7,60.1,7,0,Bertahan
9,58.7,6,1,Bertahan
15,19.3,10,1,Bertahan
22,74.5,6,0,Upgrade
18,16.6,5,1,Bertahan
16,63.3,9,1,Upgrade
15,14.7,9,0,Bertahan
17,57.0,8,1,Bertahan
16,82.2,12,1,Upgrade
7,40.7,8,1,Bertahan
15,39.9,14,1,Bertahan
7,57.2,11,1,Bertahan
15,38.4,10,0,Upgrade
11,81.4,4,1,Bertahan
30,48.8,6,0,Bertahan
14,38.6,10,2,Bertahan
5,34.2,7,1,Berhenti
14,26.3,11,1,Bertahan
18,32.4,11,0,Bertahan
26,38.0,9,0,Bertahan
10,35.2,6,1,Bertahan
3,31.8,6,0,Berhenti
20,87.0,8,4,Bertahan
5,24.4,6,0,Berhenti
11,47.9,9,1,Bertahan
13,56.9,7,0,Bertahan
14,57.6,4,1,Bertahan
19,43.8,8,0,Upgrade
10,40.2,5,1,Bertahan
13,54.0,7,1,Bertahan
14,50.3,12,0,Bertahan
16,39.8,5,0,Bertahan
15,13.8,11,1,Bertahan
18,35.6,15,2,Bertahan
20,22.1,9,1,Bertahan
17,31.7,7,1,Bertahan
18,45.7,6,0,Bertahan
3,52.2,14,0,Bertahan
15,80.6,10,0,Bertahan
18,34.3,10,1,Bertahan
20,60.5,6,0,Upgrade
10,51.1,6,1,Bertahan
10,70.9,5,0,Bertahan
10,56.5,7,0,Bertahan
18,24.8,12,0,Upgrade
22,10.5,10,2,Bertahan
12,51.2,3,2,Berhenti
21,34.4,6,0,Bertahan
15,25.4,14,1,Bertahan
14,19.6,8,2,Bertahan
13,48.2,3,0,Bertahan
20,75.2,10,0,Upgrade
17,36.8,10,2,Bertahan
30,56.8,4,1,Bertahan
9,43.0,5,1,Bertahan
18,19.2,9,0,Bertahan
11,59.7,11,0,Bertahan
8,23.1,9,1,Berhenti
14,45.4,8,1,Bertahan
15,38.2,9,1,Bertahan
30,62.9,11,0,Upgrade
13,23.8,8,1,Bertahan
7,52.8,11,0,Bertahan
16,28.2,9,1,Bertahan
1,34.8,4,0,Berhenti
14,5.0,5,0,Bertahan
15,86.8,10,0,Upgrade
20,56.0,10,0,Upgrade
21,29.7,9,0,Bertahan
11,22.5,12,3,Berhenti
13,35.1,9,2,Berhenti
9,59.3,8,0,Bertahan
7,7.2,9,0,Bertahan
17,42.2,8,0,Bertahan
6,80.4,9,1,Bertahan
12,22.3,12,4,Berhenti
8,46.6,6,0,Bertahan
18,89.1,9,1,Upgrade
27,57.6,6,1,Upgrade
5,47.5,7,1,Bertahan
2,55.1,7,4,Berhenti
14,37.0,4,1,Bertahan
15,71.0,12,3,Bertahan
16,37.0,6,0,Bertahan
11,5.8,5,0,Bertahan
13,37.2,9,0,Bertahan
17,25.7,7,3,Berhenti
22,39.4,8,3,Berhenti
1,39.8,8,0,Berhenti
12,68.9,10,2,Bertahan
16,58.9,9,2,Bertahan
8,50.3,4,1,Berhenti
27,44.9,10,2,Bertahan
10,23.8,12,1,Bertahan
14,5.0,4,2,Berhenti
18,47.3,11,0,Upgrade
10,60.9,8,1,Bertahan
2,42.8,12,3,Berhenti
11,34.3,5,2,Berhenti
22,54.3,8,1,Bertahan
12,43.3,8,1,Berhenti
9,78.7,10,1,Bertahan
21,69.7,7,2,Bertahan
12,64.2,7,1,Bertahan
11,60.2,6,0,Bertahan
16,19.2,10,2,Bertahan
20,58.3,12,1,Bertahan
30,52.5,8,3,Bertahan
20,57.1,10,0,Upgrade
23,54.9,6,1,Upgrade
11,54.1,9,1,Bertahan
7,99.0,13,5,Berhenti
15,43.5,8,3,Bertahan
15,63.7,7,3,Bertahan
7,35.6,8,1,Bertahan
13,60.8,10,0,Upgrade
17,63.8,6,5,Berhenti
17,52.3,9,3,Bertahan
18,78.4,4,1,Bertahan
17,27.3,7,0,Bertahan
11,35.3,8,3,Berhenti
11,49.2,10,2,Bertahan
6,62.6,8,0,Bertahan
27,48.6,6,2,Bertahan
15,70.7,11,2,Bertahan
13,31.8,9,1,Bertahan
8,22.2,9,2,Berhenti
30,51.2,8,0,Upgrade
7,43.5,7,2,Berhenti
11,55.9,3,1,Bertahan
17,44.5,6,2,Bertahan
19,38.2,5,0,Bertahan
21,43.5,7,3,Bertahan
27,45.6,10,0,Upgrade
18,38.9,8,1,Bertahan
7,40.9,12,0,Bertahan
13,36.9,6,2,Bertahan
17,62.1,1,1,Berhenti
29,48.9,10,0,Upgrade
5,90.1,9,0,Upgrade
23,48.2,5,0,Bertahan
16,34.0,10,0,Bertahan
20,98.4,4,0,Upgrade
14,53.3,8,3,Bertahan
9,64.8,16,3,Bertahan
20,56.8,8,1,Bertahan
19,57.5,13,0,Upgrade
21,55.7,7,0,Upgrade
14,23.0,15,1,Bertahan
10,52.4,5,2,Bertahan
4,18.5,7,3,Berhenti
20,41.5,5,3,Berhenti
17,30.5,9,2,Berhenti
8,52.1,7,0,Bertahan
11,51.7,5,1,Bertahan
11,54.6,8,0,Bertahan
4,50.7,10,0,Bertahan
9,32.9,7,1,Berhenti
7,39.8,5,3,Berhenti
12,63.4,2,1,Bertahan
9,66.4,10,0,Bertahan
3,22.1,6,0,Berhenti
29,14.4,8,1,Bertahan
23,30.5,13,1,Upgrade
9,65.9,8,0,Upgrade
16,69.3,8,2,Bertahan
17,26.5,7,0,Bertahan
23,51.1,7,2,Bertahan
9,81.7,8,0,Upgrade
22,53.3,10,0,Upgrade
11,73.4,10,0,Upgrade
5,65.0,8,2,Berhenti
20,26.8,4,0,Bertahan
24,41.2,7,3,Bertahan
30,45.7,6,1,Bertahan
6,47.1,10,1,Bertahan
19,63.3,9,0,Upgrade
12,53.2,6,2,Berhenti
20,5.0,6,0,Upgrade
4,18.7,2,0,Berhenti
6,5.0,8,2,Berhenti
9,48.5,6,0,Bertahan
15,49.8,12,1,Bertahan
10,50.7,6,1,Bertahan
19,25.8,7,1,Bertahan
22,58.5,6,1,Upgrade
19,59.3,7,2,Bertahan
26,19.9,6,2,Bertahan
17,15.7,8,0,Bertahan
6,45.0,5,2,Berhenti
24,80.8,6,0,Bertahan
10,79.0,7,0,Bertahan
21,56.3,9,3,Bertahan
26,30.4,9,1,Bertahan
18,62.7,9,1,Bertahan
4,36.0,8,3,Berhenti
8,29.6,8,1,Berhenti
24,5.0,4,4,Berhenti
13,47.0,11,0,Bertahan
15,32.4,10,1,Bertahan
20,46.9,12,0,Bertahan
19,5.0,6,1,Bertahan
16,48.4,13,1,Bertahan
13,5.0,8,1,Bertahan
12,66.8,4,2,Bertahan
21,55.4,4,0,Upgrade
18,39.4,8,0,Bertahan
13,56.3,8,0,Bertahan
22,25.4,11,2,Bertahan
14,46.4,10,4,Berhenti
9,60.9,11,0,Upgrade
9,5.0,12,0,Bertahan
8,36.1,8,1,Bertahan
13,44.5,12,3,Bertahan
23,41.1,8,0,Upgrade
9,74.1,7,0,Bertahan
16,22.5,9,3,Berhenti
10,32.6,8,1,Berhenti
13,6.7,15,0,Bertahan
4,75.2,14,0,Upgrade
13,40.1,7,1,Bertahan
13,36.2,7,0,Bertahan
18,44.0,13,3,Bertahan
16,57.7,7,0,Bertahan
6,51.9,15,1,Bertahan
22,98.0,7,1,Upgrade
16,54.1,10,0,Bertahan
16,35.7,10,2,Bertahan
14,33.8,9,0,Bertahan
11,37.1,5,2,Bertahan
16,15.0,11,1,Bertahan
18,45.8,4,0,Bertahan
2,60.7,9,0,Bertahan
11,32.7,7,1,Bertahan
13,28.9,2,1,Berhenti
16,75.3,9,2,Bertahan
23,16.5,12,1,Bertahan
9,5.0,4,1,Berhenti
11,21.9,4,2,Berhenti
11,14.2,6,2,Berhenti
9,52.7,10,2,Bertahan
12,37.8,12,0,Bertahan
20,40.6,12,0,Bertahan
7,68.1,11,1,Bertahan
17,31.2,8,2,Bertahan
3,60.5,5,2,Berhenti
11,75.2,6,0,Bertahan
12,35.9,13,2,Bertahan
26,59.7,2,1,Bertahan
13,40.2,13,0,Bertahan
1,63.5,5,3,Berhenti
1,13.6,8,1,Berhenti
15,12.1,12,0,Upgrade
19,37.2,10,0,Bertahan
17,27.2,4,2,Bertahan
16,34.7,5,1,Bertahan
23,40.6,9,0,Upgrade
11,59.4,15,0,Bertahan
21,36.8,5,0,Bertahan
3,28.5,11,1,Bertahan
8,38.0,8,1,Berhenti
2,29.6,6,1,Berhenti
13,26.3,8,0,Bertahan
14,12.7,8,1,Bertahan
15,46.4,9,0,Bertahan
15,33.6,4,3,Berhenti
8,64.3,8,1,Bertahan
13,16.1,9,1,Berhenti
4,34.2,8,0,Bertahan
24,81.3,8,1,Bertahan
12,26.2,9,0,Bertahan
11,40.3,10,1,Bertahan
26,20.7,4,1,Bertahan
6,18.0,6,1,Berhenti
7,75.9,10,2,Berhenti
7,48.4,9,2,Berhenti
14,47.7,6,0,Bertahan
18,11.1,7,0,Bertahan
20,52.2,7,1,Bertahan
30,68.1,10,1,Upgrade
1,68.0,9,1,Bertahan
19,58.4,10,1,Bertahan
11,22.4,3,1,Berhenti
10,51.3,4,0,Bertahan
10,58.4,8,1,Bertahan
8,9.1,6,0,Bertahan
26,22.6,7,3,Bertahan
20,62.8,6,0,Bertahan
15,62.5,8,1,Upgrade
24,14.0,8,1,Bertahan
4,60.9,10,0,Bertahan
5,46.9,6,0,Bertahan
1,60.6,9,2,Berhenti
10,32.3,6,1,Bertahan
16,57.9,9,2,Bertahan
15,61.9,8,1,Bertahan
16,38.0,7,1,Bertahan
5,45.4,9,3,Berhenti
20,32.0,7,0,Bertahan
16,78.0,5,1,Bertahan
20,42.6,10,2,Bertahan
1,26.6,7,0,Berhenti
17,30.7,10,0,Bertahan
6,47.5,8,1,Bertahan
12,60.1,3,1,Bertahan
18,18.3,11,1,Bertahan
15,82.0,7,1,Bertahan
9,51.2,3,1,Bertahan
15,54.3,6,1,Bertahan
4,43.1,11,1,Bertahan
23,45.4,6,1,Bertahan
13,42.0,7,2,Berhenti
22,65.4,9,1,Bertahan
11,44.8,11,1,Bertahan
11,60.3,5,1,Bertahan
9,36.3,13,2,Berhenti
21,48.9,8,4,Berhenti
10,28.9,10,0,Bertahan
19,69.3,6,2,Bertahan
12,28.3,7,1,Berhenti
1,38.5,3,2,Berhenti
11,38.7,10,2,Bertahan
6,37.9,8,0,Bertahan
15,59.4,6,1,Bertahan
6,38.7,7,0,Bertahan
21,72.9,6,1,Bertahan
14,28.6,8,0,Bertahan
13,48.4,8,2,Bertahan
19,29.5,7,0,Bertahan
21,53.4,8,0,Bertahan
14,44.7,14,1,Bertahan
9,41.9,13,1,Bertahan
2,68.8,6,0,Bertahan
10,31.9,10,2,Berhenti
10,56.7,7,1,Berhenti
15,29.6,15,1,Bertahan
12,47.3,6,0,Bertahan
19,21.1,9,0,Upgrade
10,31.7,6,0,Bertahan
14,43.4,5,0,Bertahan
23,81.3,4,1,Bertahan
17,47.0,0,1,Bertahan
14,78.1,16,0,Upgrade
10,49.4,6,1,Bertahan
10,37.3,11,0,Bertahan
9,75.8,4,0,Bertahan
11,53.7,9,3,Berhenti
20,32.1,5,0,Bertahan
13,54.4,6,1,Bertahan
5,39.1,5,2,Berhenti
27,5.2,5,0,Bertahan
17,63.7,9,2,Bertahan
5,66.9,9,0,Bertahan
11,81.8,6,0,Bertahan
15,53.4,9,0,Bertahan
26,40.0,8,0,Bertahan
7,61.7,9,1,Bertahan
21,62.0,9,3,Bertahan
24,77.8,16,3,Bertahan
10,44.1,8,1,Bertahan
13,41.7,7,1,Bertahan
7,30.7,6,1,Berhenti
13,55.7,9,1,Bertahan
14,14.0,14,1,Bertahan
19,60.5,9,1,Upgrade
22,56.8,4,0,Bertahan
9,56.7,9,1,Bertahan
1,47.8,7,2,Berhenti
14,75.7,6,1,Bertahan
17,62.4,4,1,Bertahan
16,32.9,10,1,Bertahan
12,33.2,13,1,Bertahan
15,27.4,6,1,Bertahan
25,56.0,10,1,Upgrade
17,25.0,7,2,Bertahan
12,66.7,6,3,Bertahan
11,71.5,6,2,Bertahan
13,27.4,10,0,Bertahan
26,41.3,9,0,Upgrade
13,45.3,14,0,Bertahan
14,62.7,5,0,Upgrade
11,77.2,8,1,Upgrade
22,11.3,9,2,Bertahan
28,38.6,4,0,Bertahan
18,39.7,7,0,Bertahan
15,17.0,5,2,Bertahan
15,35.3,9,0,Bertahan
1,53.6,8,0,Bertahan
20,39.4,12,2,Bertahan
15,14.1,7,1,Berhenti
17,102.5,9,2,Bertahan
10,50.3,10,2,Bertahan
12,47.2,7,1,Berhenti
12,23.0,10,0,Bertahan
22,50.2,8,1,Bertahan
12,41.7,11,1,Bertahan
29,7.2,9,0,Bertahan
18,23.6,11,1,Bertahan
6,60.9,6,1,Bertahan
14,83.9,4,2,Berhenti
10,52.3,10,2,Bertahan
1,67.1,5,2,Berhenti
26,41.9,4,1,Bertahan
19,43.3,4,1,Bertahan
18,66.8,11,1,Bertahan
16,78.3,7,1,Upgrade
5,71.0,9,0,Bertahan
11,23.7,10,1,Bertahan
20,43.7,11,1,Bertahan
7,50.6,7,0,Bertahan
1,39.8,5,0,Bertahan
13,52.8,8,0,Upgrade
14,61.4,5,2,Bertahan
15,65.1,8,0,Bertahan
20,78.7,8,1,Upgrade
19,38.4,9,4,Berhenti
16,17.7,6,1,Bertahan
23,52.2,14,2,Upgrade
4,82.7,9,1,Bertahan
18,35.5,11,0,Upgrade
19,58.7,5,0,Upgrade
6,58.9,9,1,Bertahan
4,48.8,11,0,Bertahan
9,45.1,10,2,Bertahan
10,26.5,7,1,Bertahan
20,5.0,6,0,Bertahan
10,22.8,11,1,Bertahan
9,37.2,8,2,Bertahan
10,66.9,13,1,Bertahan
22,42.9,5,2,Bertahan
15,34.6,7,1,Bertahan
13,27.2,9,2,Bertahan
14,58.1,10,1,Upgrade
24,72.2,7,0,Upgrade
9,66.3,6,0,Bertahan
24,57.1,6,1,Bertahan
16,15.5,10,3,Berhenti
13,38.0,6,2,Berhenti
30,83.9,13,0,Upgrade
7,67.4,7,1,Bertahan
12,14.2,7,0,Bertahan
6,43.9,9,1,Bertahan
21,52.3,1,0,Bertahan
26,29.8,10,2,Bertahan
26,5.0,6,0,Bertahan
23,47.0,7,2,Bertahan
13,29.2,10,2,Berhenti
12,29.3,13,1,Bertahan
3,37.9,5,1,Berhenti
29,42.3,6,0,Upgrade
18,44.8,10,0,Upgrade
11,27.3,9,2,Berhenti
24,40.6,11,1,Upgrade
8,9.9,6,4,Berhenti
17,51.2,4,0,Bertahan
13,5.0,11,0,Bertahan
19,39.2,11,2,Bertahan
14,63.4,6,2,Bertahan
4,23.8,10,1,Berhenti
15,59.3,8,2,Bertahan
22,68.1,7,0,Bertahan
14,5.0,10,0,Bertahan
20,42.0,7,3,Berhenti
7,5.0,9,0,Bertahan
14,42.6,7,0,Bertahan
10,44.9,10,1,Bertahan
20,5.0,7,1,Bertahan
15,83.5,4,1,Bertahan
19,50.7,5,2,Berhenti
22,28.0,6,0,Bertahan
19,74.3,4,2,Berhenti
16,9.1,13,0,Bertahan
8,20.4,9,1,Berhenti
14,5.0,9,0,Bertahan
11,81.0,6,1,Bertahan
12,51.6,8,1,Bertahan
12,58.2,6,2,Bertahan
8,51.0,7,0,Bertahan
1,56.5,9,1,Bertahan
10,46.6,10,0,Bertahan
16,50.4,4,1,Bertahan
5,47.2,11,1,Bertahan
15,32.8,7,2,Bertahan
28,44.1,8,1,Upgrade
22,50.5,9,1,Upgrade
26,47.2,9,3,Bertahan
17,15.4,9,0,Bertahan
23,18.1,8,1,Bertahan
9,66.7,3,1,Berhenti
10,38.9,7,0,Bertahan
1,56.7,8,0,Bertahan
23,23.2,10,2,Bertahan
25,15.5,8,1,Bertahan
11,28.1,12,1,Bertahan
13,40.5,7,0,Bertahan
9,31.7,6,2,Berhenti
17,70.9,16,0,Upgrade
22,48.6,7,1,Bertahan
2,82.0,8,1,Bertahan
17,53.1,9,3,Bertahan
13,5.0,8,1,Bertahan
15,66.1,7,0,Bertahan
18,14.8,6,0,Bertahan
13,49.6,10,0,Bertahan
14,29.5,9,1,Bertahan
13,87.9,10,1,Upgrade
21,73.8,3,0,Upgrade
17,30.2,7,0,Bertahan
16,42.5,6,2,Berhenti
6,49.9,5,0,Bertahan
12,62.3,10,0,Bertahan
21,45.6,10,0,Bertahan
15,24.5,6,3,Berhenti
19,30.6,7,2,Bertahan
27,44.9,10,2,Bertahan
22,69.7,10,1,Upgrade
15,53.6,12,0,Upgrade
11,29.5,4,1,Berhenti
1,58.0,8,0,Bertahan
13,37.3,9,0,Bertahan
12,62.8,11,1,Bertahan
17,95.5,10,0,Upgrade
13,37.8,7,0,Bertahan
12,61.0,7,1,Bertahan
2,30.1,8,0,Bertahan
8,42.8,8,1,Berhenti
18,45.6,8,1,Bertahan
27,41.1,7,2,Bertahan
14,94.3,4,1,Upgrade
17,38.9,12,2,Bertahan
21,56.7,6,1,Bertahan
9,6.4,7,1,Berhenti
17,53.6,4,1,Bertahan
9,67.8,9,1,Bertahan
21,34.4,9,0,Bertahan
16,5.0,7,1,Berhenti
17,44.2,12,3,Bertahan
9,45.3,8,3,Berhenti
19,59.5,11,2,Bertahan
29,85.2,13,0,Upgrade
7,37.4,10,0,Bertahan
12,27.9,10,0,Bertahan
16,21.7,6,3,Berhenti
20,49.0,6,1,Bertahan
11,54.6,8,3,Berhenti
1,34.1,7,1,Berhenti
24,60.6,7,3,Bertahan
20,54.3,10,0,Upgrade
2,45.9,13,1,Bertahan
10,27.0,9,1,Bertahan
25,35.4,11,3,Bertahan
25,5.0,13,3,Bertahan
21,49.7,9,7,Berhenti
13,45.5,6,0,Bertahan
15,48.8,8,0,Upgrade
14,55.1,6,0,Bertahan
22,52.7,5,2,Bertahan
8,42.8,6,0,Berhenti
9,46.0,8,1,Bertahan
22,16.9,9,1,Bertahan
14,33.3,8,1,Bertahan
24,46.0,6,0,Upgrade
10,30.3,11,3,Berhenti
14,62.2,7,0,Bertahan
8,31.8,6,0,Bertahan
15,49.3,5,0,Bertahan
4,47.3,6,0,Bertahan
11,59.9,7,2,Bertahan
4,63.0,9,0,Upgrade
19,58.9,10,1,Bertahan
20,5.0,7,2,Berhenti
2,68.9,9,0,Bertahan
24,75.5,7,1,Upgrade
30,35.4,8,3,Bertahan
15,49.7,4,2,Berhenti
10,27.2,8,1,Berhenti
30,6.0,4,0,Bertahan
5,30.2,5,2,Berhenti
15,34.2,8,1,Bertahan
16,37.9,9,2,Berhenti
24,25.8,9,0,Upgrade
17,30.3,4,1,Bertahan
11,44.8,9,0,Bertahan
8,29.6,12,0,Bertahan
12,55.9,6,1,Bertahan
7,58.6,9,1,Bertahan
15,92.6,7,2,Bertahan
11,67.5,7,0,Bertahan
4,49.9,3,2,Berhenti
23,32.6,6,1,Bertahan
11,50.9,10,0,Bertahan
6,51.5,8,0,Bertahan
13,34.7,4,2,Berhenti
15,60.7,10,0,Bertahan
2,17.0,7,0,Berhenti
17,40.1,11,1,Bertahan
7,56.1,8,1,Bertahan
26,39.2,9,1,Bertahan
18,40.9,7,3,Bertahan
12,42.2,11,3,Berhenti
9,28.3,4,1,Bertahan
14,68.5,11,0,Upgrade
19,24.6,8,1,Bertahan
14,51.4,10,1,Bertahan
13,53.3,5,1,Bertahan
15,26.0,8,0,Bertahan
10,46.5,11,0,Bertahan
12,26.8,9,1,Bertahan
1,72.8,7,2,Berhenti
21,22.2,8,1,Bertahan
17,31.9,9,0,Bertahan
9,20.5,6,0,Bertahan
28,17.8,9,0,Bertahan
15,76.8,10,0,Bertahan
7,55.9,11,1,Bertahan
20,47.8,10,2,Bertahan
17,31.9,7,1,Bertahan
17,63.2,2,0,Bertahan
12,28.5,9,2,Berhenti
18,60.9,8,0,Upgrade
13,27.5,9,1,Bertahan
18,32.1,6,0,Bertahan
1,60.2,5,0,Bertahan
11,62.3,6,1,Bertahan
27,56.9,6,1,Bertahan
9,24.0,8,1,Bertahan
10,36.1,6,1,Bertahan
11,48.1,4,0,Bertahan
6,28.0,12,0,Bertahan
1,72.4,6,0,Bertahan
13,5.0,6,0,Bertahan
15,29.4,10,2,Berhenti
14,34.8,13,1,Bertahan
13,5.0,7,1,Berhenti
15,17.1,7,3,Berhenti
22,57.5,10,3,Bertahan
13,45.6,6,0,Bertahan
